class_no,sect_no,class_number,class_name,place,entry_no,horse,rider,owner,score,prize
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,1915,Fbf Sundrop,Stacy A. Ryback,Stacy A. Ryback,74,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,1924,Argento 2,Aubrey Frank,Aubrey Frank,45,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,1934,Pompidou,Samantha Derosa,Lucky Farm,66,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,1944,Richemont,Iliana Bonds,Iliana Bonds,40,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,1989,Buzz Kill,Katie Rowan,Katie Rowan,30,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,2021,Crescendo 55,Andrea Clark,Andrea Clark,,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,2369,Winning Von Z,Briana Elizabeth,Briana Elizabeth,75,
33483,0,425,"$500 Low Adult/Child Hunter Classic 2'6""",,2520,Dicaprio,Emily F. H. Buxton,Pinnacle Pointe Equestrian,75,
28676,10264,503,Equitation 12-14 2'9',1,1929,Alesso,Windsor Ryan,Windsor Stables LLC,,
28676,10264,503,Equitation 12-14 2'9',2,1520,Verdi,Scarlett Yana,Scarlett Yana,,
28676,10264,503,Equitation 12-14 2'9',3,1834,Gotham,Sophia Williams,Lauren Hatley,,
28676,10264,503,Equitation 12-14 2'9',4,2104,Lunada Bay,Brooke Billesdon,Kathryn Billesdon,,
28677,10264,504,Equitation 12-14 2'9',1,1834,Gotham,Sophia Williams,Lauren Hatley,,
28677,10264,504,Equitation 12-14 2'9',2,1520,Verdi,Scarlett Yana,Scarlett Yana,,
28677,10264,504,Equitation 12-14 2'9',3,2104,Lunada Bay,Brooke Billesdon,Kathryn Billesdon,,
28677,10264,504,Equitation 12-14 2'9',4,1929,Alesso,Windsor Ryan,Windsor Stables LLC,,
28678,10264,505,Equitation 12-14 Flat,1,1929,Alesso,Windsor Ryan,Windsor Stables LLC,,
28678,10264,505,Equitation 12-14 Flat,2,1520,Verdi,Scarlett Yana,Scarlett Yana,,
28678,10264,505,Equitation 12-14 Flat,3,1834,Gotham,Sophia Williams,Lauren Hatley,,
28678,10264,505,Equitation 12-14 Flat,4,2104,Lunada Bay,Brooke Billesdon,Kathryn Billesdon,,
28679,10267,506,"Equitation 15-17 3'3""",1,2600,Splender Van De Achterhoek,Sabrina Miller,Knees 2 Nose LLC,,
28679,10267,506,"Equitation 15-17 3'3""",2,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28679,10267,506,"Equitation 15-17 3'3""",3,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,,
28679,10267,506,"Equitation 15-17 3'3""",4,1419,Capitolino Dve,Frederica Alcalay,Dutch Valley Sporthorses,,
28680,10267,507,"Equitation 15-17 3'3""",1,2600,Splender Van De Achterhoek,Sabrina Miller,Knees 2 Nose LLC,,
28680,10267,507,"Equitation 15-17 3'3""",2,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,,
28680,10267,507,"Equitation 15-17 3'3""",3,1911,Quick Moon,Evana Somareddy,Unknown Person,,
28680,10267,507,"Equitation 15-17 3'3""",4,1419,Capitolino Dve,Frederica Alcalay,Dutch Valley Sporthorses,,
28681,10267,508,Equitation 15-17 Flat,1,2600,Splender Van De Achterhoek,Sabrina Miller,Knees 2 Nose LLC,,
28681,10267,508,Equitation 15-17 Flat,2,1419,Capitolino Dve,Frederica Alcalay,Dutch Valley Sporthorses,,
28681,10267,508,Equitation 15-17 Flat,3,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28681,10267,508,Equitation 15-17 Flat,4,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,,
33462,11985,509,Adult/Child Equitation 3',1,1927,Hicorino,Brooke Borges,Ann Fletcher Easley,0.00,
33462,11985,509,Adult/Child Equitation 3',2,1933,Caligua,Janie Stevenson,Janie Stevenson,0.00,
33462,11985,509,Adult/Child Equitation 3',3,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,0.00,
33462,11985,509,Adult/Child Equitation 3',4,2377,Super Fly,Emily M. Collins,Kristen Browning,0.00,
33462,11985,509,Adult/Child Equitation 3',5,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,0.00,
33462,11985,509,Adult/Child Equitation 3',6,1840,Glendorado,Olivia Gore,Olivia Gore,0.00,
33463,11985,510,Adult/Child Equitation 3',1,1927,Hicorino,Brooke Borges,Ann Fletcher Easley,0.00,
33463,11985,510,Adult/Child Equitation 3',2,2377,Super Fly,Emily M. Collins,Kristen Browning,0.00,
33463,11985,510,Adult/Child Equitation 3',3,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,0.00,
33463,11985,510,Adult/Child Equitation 3',4,1933,Caligua,Janie Stevenson,Janie Stevenson,0.00,
33463,11985,510,Adult/Child Equitation 3',5,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,0.00,
33463,11985,510,Adult/Child Equitation 3',,1840,Glendorado,Olivia Gore,Olivia Gore,,
33464,11985,511,Adult/Child Equitation Flat,1,2377,Super Fly,Emily M. Collins,Kristen Browning,0.00,
33464,11985,511,Adult/Child Equitation Flat,2,1927,Hicorino,Brooke Borges,Ann Fletcher Easley,0.00,
33464,11985,511,Adult/Child Equitation Flat,3,1933,Caligua,Janie Stevenson,Janie Stevenson,0.00,
33464,11985,511,Adult/Child Equitation Flat,4,1840,Glendorado,Olivia Gore,Olivia Gore,0.00,
33464,11985,511,Adult/Child Equitation Flat,5,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,0.00,
33464,11985,511,Adult/Child Equitation Flat,,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,,
28688,10282,515,"Low Children's Equitation 2'6""",1,1176,Fadalka - Zeldenrust,Sophia Corrao,Ella Alvarez,,
28688,10282,515,"Low Children's Equitation 2'6""",2,1944,Richemont,Iliana Bonds,Iliana Bonds,,
28688,10282,515,"Low Children's Equitation 2'6""",3,1178,Rasgo La Silla,Phoenyx Sandoval,Phoenyx Sandoval,,
28688,10282,515,"Low Children's Equitation 2'6""",4,1515,Global Express Vdl,Neyla Pando,Kimberly A. Mccormack,,
28688,10282,515,"Low Children's Equitation 2'6""",5,1010,Partyman,Adelaide Sandwith,Adelaide Sandwith,,
28689,10282,516,"Low Children's Equitation 2'6""",1,1176,Fadalka - Zeldenrust,Sophia Corrao,Ella Alvarez,,
28689,10282,516,"Low Children's Equitation 2'6""",2,1178,Rasgo La Silla,Phoenyx Sandoval,Phoenyx Sandoval,,
28689,10282,516,"Low Children's Equitation 2'6""",3,1515,Global Express Vdl,Neyla Pando,Kimberly A. Mccormack,,
28689,10282,516,"Low Children's Equitation 2'6""",4,1010,Partyman,Adelaide Sandwith,Adelaide Sandwith,,
28689,10282,516,"Low Children's Equitation 2'6""",5,1944,Richemont,Iliana Bonds,Iliana Bonds,,
28690,10282,517,Low Children's Equitation Flat,1,1010,Partyman,Adelaide Sandwith,Adelaide Sandwith,,
28690,10282,517,Low Children's Equitation Flat,2,1176,Fadalka - Zeldenrust,Sophia Corrao,Ella Alvarez,,
28690,10282,517,Low Children's Equitation Flat,3,1944,Richemont,Iliana Bonds,Iliana Bonds,,
28690,10282,517,Low Children's Equitation Flat,4,1178,Rasgo La Silla,Phoenyx Sandoval,Phoenyx Sandoval,,
28690,10282,517,Low Children's Equitation Flat,5,1515,Global Express Vdl,Neyla Pando,Kimberly A. Mccormack,,
28691,10284,518,"Low Adult Equitation 2'6""",1,2520,Dicaprio,Emily F. H. Buxton,Pinnacle Pointe Equestrian,,
28691,10284,518,"Low Adult Equitation 2'6""",2,1301,Quatro,Leah Blomquist,Jackie Sawyer,,
28691,10284,518,"Low Adult Equitation 2'6""",3,1428,Insightful,Emma Terry,Kendall Bland,,
28691,10284,518,"Low Adult Equitation 2'6""",4,1936,Sf Old Fashioned,Sadie Koresh,Janie Stevenson,,
28691,10284,518,"Low Adult Equitation 2'6""",5,1934,Pompidou,Samantha Derosa,Lucky Farm,,
28691,10284,518,"Low Adult Equitation 2'6""",6,1548,Tesserae,Bhuvana Barish,Linda D. Viens,,
28691,10284,518,"Low Adult Equitation 2'6""",7,2021,Crescendo 55,Andrea Clark,Andrea Clark,,
28691,10284,518,"Low Adult Equitation 2'6""",,1942,Laguna Beach,Kristine Holt,Kristine Holt,,
28692,10284,519,"Low Adult Equitation 2'6""",1,1934,Pompidou,Samantha Derosa,Lucky Farm,,
28692,10284,519,"Low Adult Equitation 2'6""",2,1428,Insightful,Emma Terry,Kendall Bland,,
28692,10284,519,"Low Adult Equitation 2'6""",3,2520,Dicaprio,Emily F. H. Buxton,Pinnacle Pointe Equestrian,,
28692,10284,519,"Low Adult Equitation 2'6""",4,2021,Crescendo 55,Andrea Clark,Andrea Clark,,
28692,10284,519,"Low Adult Equitation 2'6""",5,1548,Tesserae,Bhuvana Barish,Linda D. Viens,,
28692,10284,519,"Low Adult Equitation 2'6""",6,1936,Sf Old Fashioned,Sadie Koresh,Janie Stevenson,,
28692,10284,519,"Low Adult Equitation 2'6""",,1942,Laguna Beach,Kristine Holt,Kristine Holt,,
28693,10284,520,Low Adult Equitation Flat,1,1942,Laguna Beach,Kristine Holt,Kristine Holt,,
28693,10284,520,Low Adult Equitation Flat,2,2520,Dicaprio,Emily F. H. Buxton,Pinnacle Pointe Equestrian,,
28693,10284,520,Low Adult Equitation Flat,3,1934,Pompidou,Samantha Derosa,Lucky Farm,,
28693,10284,520,Low Adult Equitation Flat,4,1548,Tesserae,Bhuvana Barish,Linda D. Viens,,
28693,10284,520,Low Adult Equitation Flat,5,2021,Crescendo 55,Andrea Clark,Andrea Clark,,
28693,10284,520,Low Adult Equitation Flat,6,1936,Sf Old Fashioned,Sadie Koresh,Janie Stevenson,,
28694,10229,521,"Pony Equitation 2'3""/2'6""/2'9""",1,1179,Right On Target,Avery Kranitz,Avery Kranitz,,
28694,10229,521,"Pony Equitation 2'3""/2'6""/2'9""",2,1997,Bounty Rose,Zoe Brandan,Zoe Brandan,,
28694,10229,521,"Pony Equitation 2'3""/2'6""/2'9""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28695,10229,522,"Pony Equitation 2'3""/2'6""/2'9""",1,1179,Right On Target,Avery Kranitz,Avery Kranitz,,
28695,10229,522,"Pony Equitation 2'3""/2'6""/2'9""",2,1997,Bounty Rose,Zoe Brandan,Zoe Brandan,,
28695,10229,522,"Pony Equitation 2'3""/2'6""/2'9""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28696,10229,523,Pony Equitation Flat,1,1179,Right On Target,Avery Kranitz,Avery Kranitz,,
28696,10229,523,Pony Equitation Flat,2,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28697,10286,524,"Children's Pony Equitation 2'/2'6""",1,1174,Café Con Leche,Amelia Hollis,Amelia Hollis,,
28697,10286,524,"Children's Pony Equitation 2'/2'6""",2,2048,Faylin’s Baby Boomer,Kennedy Donaldson,Markie Morrison,,
28697,10286,524,"Children's Pony Equitation 2'/2'6""",3,1841,Pixar,Chloe Hawbaker,Dana Long,,
28698,10286,525,"Children's Pony Equitation 2'/2'6""",1,2048,Faylin’s Baby Boomer,Kennedy Donaldson,Markie Morrison,,
28698,10286,525,"Children's Pony Equitation 2'/2'6""",2,1841,Pixar,Chloe Hawbaker,Dana Long,,
28698,10286,525,"Children's Pony Equitation 2'/2'6""",3,1174,Café Con Leche,Amelia Hollis,Amelia Hollis,,
28699,10286,526,Children's Pony Equitation Flat,1,2048,Faylin’s Baby Boomer,Kennedy Donaldson,Markie Morrison,,
28699,10286,526,Children's Pony Equitation Flat,2,1174,Café Con Leche,Amelia Hollis,Amelia Hollis,,
28699,10286,526,Children's Pony Equitation Flat,3,1841,Pixar,Chloe Hawbaker,Dana Long,,
28702,0,527,"Platinum Performance USEF Talent Search 3'9""",,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28700,0,528,"USEF Hunter Seat Medal 3'6""",1,1685,Hh Hyyerr Calling,Francesca Giarrusso,Unknown Person,,
28700,0,528,"USEF Hunter Seat Medal 3'6""",2,1826,Emi Initia,Sara Lent,Unknown Person,,
28700,0,528,"USEF Hunter Seat Medal 3'6""",3,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28700,0,528,"USEF Hunter Seat Medal 3'6""",4,2347,Fascinate,Evelyn Byron,Evelyn Byron,,
28710,0,529,"WIHS Equitation Hunter Phase 3'6""",,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28711,0,530,"WIHS Equitation Jumper Phase 3'6""",,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28713,0,532,"ASPCA Maclay 3'6""",1,2347,Fascinate,Evelyn Byron,Evelyn Byron,,
28713,0,532,"ASPCA Maclay 3'6""",2,1826,Emi Initia,Sara Lent,Unknown Person,,
28713,0,532,"ASPCA Maclay 3'6""",3,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28713,0,532,"ASPCA Maclay 3'6""",4,1685,Hh Hyyerr Calling,Francesca Giarrusso,Unknown Person,,
28714,0,533,"NHS Medal 3'3""",1,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,0.00,
28714,0,533,"NHS Medal 3'3""",2,2600,Splender Van De Achterhoek,Sabrina Miller,Knees 2 Nose LLC,0.00,
28714,0,533,"NHS Medal 3'3""",3,1016,Maxwell,Cassie Kelly,"Ashcombe Sporthorses, LLC",0.00,
28714,0,533,"NHS Medal 3'3""",4,1911,Quick Moon,Evana Somareddy,Donald E. Stewart,0.00,
28714,0,533,"NHS Medal 3'3""",,1419,Capitolino Dve,Frederica Alcalay,Dutch Valley Sporthorses,,
28714,0,533,"NHS Medal 3'3""",,1685,Hh Hyyerr Calling,Francesca Giarrusso,Unknown Person,,
28703,0,534,Ariat Adult Medal 3',1,1927,Hicorino,Brooke Borges,Ann Fletcher Easley,82.00,
28657,0,535,THIS Children's Medal 3',1,2600,Splender Van De Achterhoek,Sabrina Miller,Knees 2 Nose LLC,88.00,
28657,0,535,THIS Children's Medal 3',2,1520,Verdi,Scarlett Yana,Scarlett Yana,85.00,
28657,0,535,THIS Children's Medal 3',3,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,84.00,
28657,0,535,THIS Children's Medal 3',4,1929,Alesso,Windsor Ryan,Windsor Stables LLC,75.00,
28657,0,535,THIS Children's Medal 3',5,1840,Glendorado,Olivia Gore,Olivia Gore,67.00,
28657,0,535,THIS Children's Medal 3',6,1832,Constellation,Lauren Hatley,Jessica Williams,0.00,
28707,0,546,"WIHS Pony Equitation (Open Card) 2'3""/2'6""/2'9""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28716,0,548,"World Equestrian Center Premier Cup 3'6""",1,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28716,0,548,"World Equestrian Center Premier Cup 3'6""",2,1826,Emi Initia,Sara Lent,Unknown Person,,
28716,0,548,"World Equestrian Center Premier Cup 3'6""",3,1685,Hh Hyyerr Calling,Francesca Giarrusso,Unknown Person,,
28716,0,548,"World Equestrian Center Premier Cup 3'6""",,1833,Cortalima Z,Josephine Foshee,Josephine Foshee,,
28451,0,549,"NCEA Medal 3'3""",,1908,Gosset Rose,Evana Somareddy,Plain Bay Farm,,
28631,10238,600,.65m Jumper Open IV.1,1,1935,Sf Dream Weaver,Jamie Reinheimer,Tricia Brady,,
28631,10238,600,.65m Jumper Open IV.1,2,1664,Pretzel Palooza,Ella Ofarrell,Ella Ofarrell,,
28631,10238,600,.65m Jumper Open IV.1,3,2109,Roundthorn Odara,Anne L. Bingler,Anne L. Bingler,,
28631,10238,600,.65m Jumper Open IV.1,4,1986,Rebellious Actress,Kyndal Mantuano,Maja Turkanik,,
28631,10238,600,.65m Jumper Open IV.1,5,1251,Spice Girl,Bernadette Sobrino,Bernadette Sobrino,,
28631,10238,600,.65m Jumper Open IV.1,6,1985,June Bug,Kyndal Mantuano,John Giza,,
28631,10238,600,.65m Jumper Open IV.1,7,1836,Cento Forever,Rebecca Warth,Pamela Mattel,,
28631,10238,600,.65m Jumper Open IV.1,8,1838,Pursuit Of Honor,Rebecca Warth,Shannon Mcmasters,,
28631,10238,600,.65m Jumper Open IV.1,,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28631,10238,600,.65m Jumper Open IV.1,,1967,Juju On That Beat,Kelsey Maynard,Kelsey Maynard,,
28632,10238,601,.65m Jumper Open IV.1,1,1251,Spice Girl,Bernadette Sobrino,Bernadette Sobrino,,
28632,10238,601,.65m Jumper Open IV.1,2,1664,Pretzel Palooza,Ella Ofarrell,Ella Ofarrell,,
28632,10238,601,.65m Jumper Open IV.1,3,1180,You Make It Look Easy,Paige Parry,Paige Parry,,
28632,10238,601,.65m Jumper Open IV.1,4,1985,June Bug,Kyndal Mantuano,John Giza,,
28632,10238,601,.65m Jumper Open IV.1,5,1986,Rebellious Actress,Kyndal Mantuano,Maja Turkanik,,
28632,10238,601,.65m Jumper Open IV.1,6,1967,Juju On That Beat,Kelsey Maynard,Kelsey Maynard,,
28632,10238,601,.65m Jumper Open IV.1,7,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28632,10238,601,.65m Jumper Open IV.1,8,1838,Pursuit Of Honor,Shannon Mcmasters,Shannon Mcmasters,,
28633,10238,602,.65m Jumper Open IV.1,1,1251,Spice Girl,Bernadette Sobrino,Bernadette Sobrino,,
28633,10238,602,.65m Jumper Open IV.1,2,1180,You Make It Look Easy,Paige Parry,Paige Parry,,
28633,10238,602,.65m Jumper Open IV.1,3,1935,Sf Dream Weaver,Tricia Brady,Tricia Brady,,
28633,10238,602,.65m Jumper Open IV.1,4,1838,Pursuit Of Honor,Crystal Mielke,Shannon Mcmasters,,
28633,10238,602,.65m Jumper Open IV.1,5,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28633,10238,602,.65m Jumper Open IV.1,6,1188,Spot On,Allison Wise,Stephanie Free,,
28633,10238,602,.65m Jumper Open IV.1,,1836,Cento Forever,Rebecca Warth,Pamela Mattel,,
28633,10238,602,.65m Jumper Open IV.1,,2686,Ima Big Dill,Elizabeth Hollnagel,Chrissy Hollnagel,,
28634,10239,603,.65m Jumper Jr/Am Long Creek Farms IV.1,1,1967,Juju On That Beat,Kelsey Maynard,Kelsey Maynard,,
28634,10239,603,.65m Jumper Jr/Am Long Creek Farms IV.1,2,1664,Pretzel Palooza,Ella Ofarrell,Ella Ofarrell,,
28634,10239,603,.65m Jumper Jr/Am Long Creek Farms IV.1,3,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28634,10239,603,.65m Jumper Jr/Am Long Creek Farms IV.1,,1935,Sf Dream Weaver,Jamie Reinheimer,Tricia Brady,,
28635,10239,604,.65m Jumper Jr/Am Long Creek Farms IV.1,1,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28635,10239,604,.65m Jumper Jr/Am Long Creek Farms IV.1,2,1664,Pretzel Palooza,Ella Ofarrell,Ella Ofarrell,,
28635,10239,604,.65m Jumper Jr/Am Long Creek Farms IV.1,3,1986,Rebellious Actress,Maja Turkanik,Maja Turkanik,,
28635,10239,604,.65m Jumper Jr/Am Long Creek Farms IV.1,4,1180,You Make It Look Easy,Paige Parry,Paige Parry,,
28635,10239,604,.65m Jumper Jr/Am Long Creek Farms IV.1,5,1967,Juju On That Beat,Kelsey Maynard,Kelsey Maynard,,
28635,10239,604,.65m Jumper Jr/Am Long Creek Farms IV.1,6,1838,Pursuit Of Honor,Shannon Mcmasters,Shannon Mcmasters,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,1,1986,Rebellious Actress,Maja Turkanik,Maja Turkanik,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,2,1180,You Make It Look Easy,Paige Parry,Paige Parry,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,3,1935,Sf Dream Weaver,Tricia Brady,Tricia Brady,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,4,1838,Pursuit Of Honor,Crystal Mielke,Shannon Mcmasters,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,5,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,6,1836,Cento Forever,Rebecca Warth,Pamela Mattel,,
28636,10239,605,.65m Jumper Jr/Am Long Creek Farms IV.1,,2686,Ima Big Dill,Elizabeth Hollnagel,Chrissy Hollnagel,,
28739,10217,606,.75m Jumper Open IV.1,1,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28739,10217,606,.75m Jumper Open IV.1,2,2068,Markut,Jamie Reinheimer,"Cricket Hill Farm, Llc.",,
28739,10217,606,.75m Jumper Open IV.1,3,1193,Bono Lerchenberg,Juliann W. Cunningham,Leslie Davies,,
28739,10217,606,.75m Jumper Open IV.1,4,1935,Sf Dream Weaver,Jamie Reinheimer,Tricia Brady,,
28739,10217,606,.75m Jumper Open IV.1,5,2109,Roundthorn Odara,Anne L. Bingler,Anne L. Bingler,,
28739,10217,606,.75m Jumper Open IV.1,6,1518,Mini Mentos,Tilda Berthold,Tilda Berthold,,
28739,10217,606,.75m Jumper Open IV.1,7,1534,Written Dance,Alexis Mack,Ronda Mack,,
28739,10217,606,.75m Jumper Open IV.1,,1188,Spot On,Allison Wise,Stephanie Free,,
28739,10217,606,.75m Jumper Open IV.1,,1990,Moonlight B,Page H. Flournoy,Page H. Flournoy,,
28740,10217,607,.75m Jumper Open IV.1,1,1542,Major Dude,Robert Scott,Robert Scott,,
28740,10217,607,.75m Jumper Open IV.1,2,1752,Cedric 103,Porter Tobin,Olivia Iglesias,,
28740,10217,607,.75m Jumper Open IV.1,3,1193,Bono Lerchenberg,Juliann W. Cunningham,Leslie Davies,,
28740,10217,607,.75m Jumper Open IV.1,4,1935,Sf Dream Weaver,Brennan Brady,Tricia Brady,,
28740,10217,607,.75m Jumper Open IV.1,5,2068,Markut,Jamie Reinheimer,"Cricket Hill Farm, Llc.",,
28740,10217,607,.75m Jumper Open IV.1,6,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28740,10217,607,.75m Jumper Open IV.1,7,1534,Written Dance,Alexis Mack,Ronda Mack,,
28740,10217,607,.75m Jumper Open IV.1,8,1517,Himalaya,Kimberley Pickens,Kimberley Pickens,,
28740,10217,607,.75m Jumper Open IV.1,,1188,Spot On,Allison Wise,Stephanie Free,,
28741,10217,608,.75m Jumper Open IV.1,1,2109,Roundthorn Odara,Anne L. Bingler,Anne L. Bingler,,
28741,10217,608,.75m Jumper Open IV.1,2,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28741,10217,608,.75m Jumper Open IV.1,3,1188,Spot On,Allison Wise,Stephanie Free,,
28741,10217,608,.75m Jumper Open IV.1,4,1193,Bono Lerchenberg,Juliann W. Cunningham,Leslie Davies,,
28741,10217,608,.75m Jumper Open IV.1,5,1542,Major Dude,Robert Scott,Robert Scott,,
28741,10217,608,.75m Jumper Open IV.1,6,1752,Cedric 103,Kallen Glenn,Olivia Iglesias,,
28741,10217,608,.75m Jumper Open IV.1,7,1534,Written Dance,Alexis Mack,Ronda Mack,,
28741,10217,608,.75m Jumper Open IV.1,8,1517,Himalaya,Kimberley Pickens,Kimberley Pickens,,
28741,10217,608,.75m Jumper Open IV.1,,1967,Juju On That Beat,Kelsey Maynard,Kelsey Maynard,,
28742,10218,609,.75m Jumper Jr/Am IV.1,1,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28742,10218,609,.75m Jumper Jr/Am IV.1,2,1188,Spot On,Allison Wise,Stephanie Free,,
28742,10218,609,.75m Jumper Jr/Am IV.1,3,1015,Boca's Envy,Cassie Kelly,Cassie Kelly,,
28742,10218,609,.75m Jumper Jr/Am IV.1,4,1518,Mini Mentos,Tilda Berthold,Tilda Berthold,,
28742,10218,609,.75m Jumper Jr/Am IV.1,5,1193,Bono Lerchenberg,Leslie Davies,Leslie Davies,,
28742,10218,609,.75m Jumper Jr/Am IV.1,6,1534,Written Dance,Alexis Mack,Ronda Mack,,
28742,10218,609,.75m Jumper Jr/Am IV.1,7,1517,Himalaya,Kimberley Pickens,Kimberley Pickens,,
28743,10218,610,.75m Jumper Jr/Am IV.1,1,1193,Bono Lerchenberg,Leslie Davies,Leslie Davies,,
28743,10218,610,.75m Jumper Jr/Am IV.1,2,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28743,10218,610,.75m Jumper Jr/Am IV.1,3,1542,Major Dude,Robert Scott,Robert Scott,,
28743,10218,610,.75m Jumper Jr/Am IV.1,4,1708,Glamour Van De Kakebeek,Annalise Kapsokavathis,Anne L. Bingler,,
28743,10218,610,.75m Jumper Jr/Am IV.1,5,1188,Spot On,Allison Wise,Stephanie Free,,
28743,10218,610,.75m Jumper Jr/Am IV.1,6,1534,Written Dance,Alexis Mack,Ronda Mack,,
28743,10218,610,.75m Jumper Jr/Am IV.1,7,1517,Himalaya,Kimberley Pickens,Kimberley Pickens,,
28743,10218,610,.75m Jumper Jr/Am IV.1,8,2042,Frozie,Claire Doran,Tony Doran,,
28744,10218,611,.75m Jumper Jr/Am IV.1,1,1752,Cedric 103,Kallen Glenn,Olivia Iglesias,,
28744,10218,611,.75m Jumper Jr/Am IV.1,2,1193,Bono Lerchenberg,Leslie Davies,Leslie Davies,,
28744,10218,611,.75m Jumper Jr/Am IV.1,3,1542,Major Dude,Robert Scott,Robert Scott,,
28744,10218,611,.75m Jumper Jr/Am IV.1,4,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28744,10218,611,.75m Jumper Jr/Am IV.1,5,1534,Written Dance,Alexis Mack,Ronda Mack,,
28744,10218,611,.75m Jumper Jr/Am IV.1,6,1986,Rebellious Actress,Maja Turkanik,Maja Turkanik,,
28744,10218,611,.75m Jumper Jr/Am IV.1,7,1188,Spot On,Allison Wise,Stephanie Free,,
28744,10218,611,.75m Jumper Jr/Am IV.1,8,1967,Juju On That Beat,Kelsey Maynard,Kelsey Maynard,,
28643,10242,618,.85m Jumper Open II.2d,1,1431,Vivaz,Kyndal Mantuano,Michael P. Doyle,,
28643,10242,618,.85m Jumper Open II.2d,2,2051,Smooth Criminal,Kiera H. Wilson,Christina Martin,,
28643,10242,618,.85m Jumper Open II.2d,3,1532,Tipsy,Kamryn Stewart,Gabriella Diaz De Arce,,
28643,10242,618,.85m Jumper Open II.2d,4,2375,Sylvester Ter Linden,Lynde Johnson,Lynde Johnson,,
28643,10242,618,.85m Jumper Open II.2d,5,2543,Billy Snowdonia,Camille Maynard,"Fairy Tail Stables, LLC",,
